beername	beer_style	alcohol_percentage	brewery	start_production	end_production	beer_rating
Silly Pils Bio	Lager, Organic	5	Brasserie de Silly	?	Present	2.915
Sinpalsken Blond	Top Fermentation	8.5	Brouwerij De Cock bij Brouwerij Van Steenberge	1996	Present	3.481
Sinpalsken Donker	Top Fermentation	8.5	Brouwerij De Cock bij Brouwerij Van Steenberge	1996	Present	3.251
Sint-Adriaansbier Blond	Abbey Beer	6.5	Brouwerij Van Steenberge	?	?	No Rating Found
Sint-Adriaansbier Bruin	Abbey Beer	nan	Brouwerij Van Steenberge	?	?	No Rating Found
Sint-Amatus	Quadruple	10.5	De Struise Brouwers bij Brouwerij Deca	?	?	3.877
Sint Canarus Tripel	Triple	7.5	Huisbrouwerij Sint Canarus bij De Proefbrouwerij	2002	Present	3.415
Sint Canarus 10	Triple	8.73	Huisbrouwerij Sint Canarus bij De Proefbrouwerij	2012	Present	3.471
Sinterklaas	Blond	8.5	Brouwerij Boelens	?	?	3.521
Sint-Gummarus Dubbel	Nan	7	Brouwerij Sint-Jozef	?	?	3.41
Sint-Gummarus Tripel	Top Fermentation, Triple	8	Brouwerij Sint-Jozef	?	?	3.519
Sint Hermes	Abbey Beer	NaN	Brouwerij Clarysse (bierfirma)	?	?	3.316
Sint-Idesbald blond	Top Fermentation	6.5	Brouwerij Huyghe (voorheen brouwerij Damy)	?	Present	3.416
Sint-Idesbald dubbel	Top Fermentation	8	Brouwerij Huyghe (voorheen brouwerij Damy)	?	Present	3.401
Sint-Idesbald tripel	Top Fermentation	9	Brouwerij Huyghe (voorheen brouwerij Damy)	?	Present	3.519
Sint-Idesbald Rousse	Top Fermentation	7	Brouwerij Huyghe	2004	Present	3.392
Slaapmutske Blond	Top Fermentation, Blond	6.4	De Proefbrouwerij voor Brouwerij Slaapmutske	2001	Present	3.443
Slaapmutske Bruin	Top Fermentation, Brown	6	De Proefbrouwerij voor Brouwerij Slaapmutske	2000	Present	3.271
Slaapmutske Bio Tripel	Organic, Triple, Golden Blonde	8	De Proefbrouwerij voor Brouwerij Slaapmutske	2009	Present	3.417
Slaapmutske Hop Collection ft. Kent Goldings	Top Fermentation, Single Hop	10	De Proefbrouwerij voor Brouwerij Slaapmutske	2011	Present	No Rating Found
Slaapmutske Witbier	Wheat Beer	4.4	De Proefbrouwerij voor Brouwerij Slaapmutske	?	Present	3.149
Slaapmutske Tripel	Organic, Triple, Golden Blonde	8.1	De Proefbrouwerij voor Brouwerij Slaapmutske	2002	Present	3.554
Slaapmutske Christmas	Top Fermentation, Christmas Beer	7.4	De Proefbrouwerij voor Brouwerij Slaapmutske	2008	Present	3.465
Slaapmutske Dry Hopped Lager	Bottom Fermentation, Dortmunder	5.3	De Proefbrouwerij voor Brouwerij Slaapmutske	2007	Present	3.173
Slaapmutske Winterbier	Top Fermentation, Brown	6	De Proefbrouwerij voor Brouwerij Slaapmutske	2000	2001	3.34
Slaefke	Triple	7.5	Huisbrouwerij Sint Canarus voor De Verhuisbrouwerij	2011	Present	3.44
Slag Lager	Pilsner	5	Brouwerij Slaghmuylder	1958	Present	3.151
Slaghmuylder's Kerstbier	Low Fermentation, Blond	5.2	Brouwerij Slaghmuylder	?	?	2.759
Slaghmuylder's Paasbier	Low Fermentation, Blond	5.2	Brouwerij Slaghmuylder	?	?	2.762
Slim³	Top Fermentation	8	Brouwerij De Graal voor SLIM	?	?	3.039
Sloeber	Top Fermentation	7.5	Brouwerij Roman	1983	Present	3.411
Sloeber	Top Fermentation	7.5	Brouwerij Roman	1983	Present	3.411
Smisje Kerst	Dark Amber	11	Brouwerij Smisje	?	?	3.668
Smiske	Blond	7	Brouwerij Smisje	2010	Present	3.668
Smiske Bruin	Double	7	Brouwerij Smisje	2010	Present	3.08
Smiske Extra	Triple	7	Brouwerij Smisje	2012	Present	3.288
Smiske Winter	Dark Amber	11	Brouwerij Smisje	?	Present	3.668
Smokkelaar	Nan	NaN	Brouwerij Villers	?	?	3.491
Snaaskerstbier	Christmas Beer	8	Brouwerij Deca	?	?	No Rating Found
Snoek Blond	Top Fermentation	7.5	Brouwerij Bavik	?	?	3.42
Slijtersbier	Blond	7	brouwerij De Zwingel (Harelbeke)	?	?	No Rating Found
Snowbuk	Season	6	Brouwerij Gulden Spoor	?	?	3.35
Snuffelbeer	Gold, Top Fermentation	6	Brouwerij De Regenboog	?	?	No Rating Found
Sparta Pils	Pilsner	5	Brouwerij Van Steenberge	?	?	2.672
Speciale boum	Nan	NaN	Brouwerij Villers	?	?	No Rating Found
Special 6 Block	Amber, Top Fermentation	6	Brouwerij De Block	?	?	2.619
Special De Ryck	Top Fermentation, Amber	5.5	Brouwerij De Ryck	1920	Present	3.142
Special Extra Export Stout	Stout	9	De Dolle Brouwers	?	?	3.66
Special Roman	Brown	5.5	Brouwerij Roman	?	2013	3.416
Speciale 1900	Amber	5	Brouwerij Haacht	2007	Present	2.957
Spéciale de Brabant	Pilsner	5.3	Groep John Martin	?	?	3.588
Speculoos Bier	Top Fermentation (Label Beer)	8	Brasserie d'Ecaussinnes	?	?	2.536
Spelziale	Ale	4.5	Brasserie Millevertus	?	?	No Rating Found
Spijker	Blond	6.2	De Haeckse Brouwers GCV	2015	Present	3.371
Spioenkopje	Fruit Beer, Wheat Beer	5	Brouwerij Strubbe voor den Haene	?	?	2.864
Spitfire Oud Balegems	Amber	8.0	Brouwerij Van Steenberge	1978	?	3.236
Spitz	Nan	NaN	Brasserie Devaux	?	?	3.136
Sportzot	Golden Blonde	0.4	Brouwerij De Halve Maan	2018	Present	2.75
St. Bernardus Abt 12	Top Fermentation	10.5	Brouwerij St. Bernardus	1946	Present	4.004
St. Bernardus Christmas Ale	Christmas Beer	10	Brouwerij St. Bernardus	?	Present	3.862
St. Bernardus Extra 4	Blond Seasonal Beer	4.8	Brouwerij St. Bernardus	?	2014	3.437
St. Bernardus Pater 6	Top Fermentation	6.7	Brouwerij St. Bernardus	?	Present	3.549
St. Bernardus Prior 8	Top Fermentation	8	Brouwerij St. Bernardus	1946	Present	3.703
St. Bernardus Tripel	Top Fermentation	8	Brouwerij St. Bernardus	1992	Present	3.757
St. Bernardus Wit	Wheat Beer	5.5	Brouwerij St. Bernardus	2003	Present	3.584
Sint-Idesbald Réserve Ten Duinen Blond	Recognized Belgian Abbey Beer	6.5	Brouwerij Huyghe	?	Present	No Rating Found
Sint-Idesbald Réserve Ten Duinen Dubbel	Recognized Belgian Abbey Beer	8	Brouwerij Huyghe	?	Present	No Rating Found
Sint-Idesbald Réserve Ten Duinen Rousse	Recognized Belgian Abbey Beer	7	Brouwerij Huyghe	2004	Present	No Rating Found
Sint-Idesbald Réserve Ten Duinen Tripel	Recognized Belgian Abbey Beer, Tripel	9	Brouwerij Huyghe	?	Present	No Rating Found
Spécial de Nouvel An	Nan	9.5	Brouwerij Dupont	1980	Present	No Rating Found
St. Feuillien Blonde	Recognized Belgian Abbey Beer	7.5	Brouwerij St-Feuillien	1955	Present	3.486
St. Feuillien Brune Réserve	Recognized Belgian Abbey Beer	7.5	Brouwerij St-Feuillien	1955	Present	3.514
Grand Cru St-Feuillien Grand Cru	Recognized Belgian Abbey Beer	9.5	Brasserie Saint Feuillien	?	Present	3.715
St. Feuillien Triple	Recognized Belgian Abbey Beer	8.5	Brouwerij St-Feuillien	1955	Present	3.658
St. Feuillien Cuvée de Noël	Recognized Belgian Abbey Beer, Christmas Beer	8.5	Brouwerij St-Feuillien	?	Present	3.475
St. Firminus Blond	Abbey Beer	nan	Brasserie Du Bocq	?	?	No Rating Found
St. Firminus Bruin	Abbey Beer	nan	Brasserie Du Bocq	?	?	No Rating Found
St. Hubertus	Amber Triple	7.2	Brouwerij Roman voor Carlsberg Importers	2018	Present	3.478
St. Hubertus	Blonde Triple	7.2	Brouwerij Roman voor Carlsberg Importers	2018	Present	3.478
St. Hubertus	White Triple	5.2	Brouwerij Roman voor Carlsberg Importers	2018	Present	3.478
St. Louis Cassis	Fruit Beer	4.5	Brouwerij Van Honsebrouck	?	?	3.48
St. Louis Cassis Kir Royal	Fruit Beer	4.5	Brouwerij Van Honsebrouck	?	?	3.304
St. Louis Framboise	Raspberry Beer	5	Brouwerij Van Honsebrouck	?	?	3.737
St. Louis Frambozen(bier)	Raspberry Beer	5	Brouwerij Van Honsebrouck	?	?	No Rating Found
St. Louis Gueuze	Geuze	5	Brouwerij Van Honsebrouck	?	?	3.713
St. Louis Gueuze Fond Tradition	Geuze	5	Brouwerij Van Honsebrouck	?	?	3.713
St. Louis Kriek Lambic	Kriek	4.5	Brouwerij Van Honsebrouck	?	?	3.495
St. Louis Peche	Fruit Beer	3.5	Brouwerij Van Honsebrouck	?	?	3.448
St. Louis Premium Cassis	Fruit Beer	3.2	Brouwerij Van Honsebrouck	?	?	3.481
St. Louis Premium Faro	Faro	3.2	Brouwerij Van Honsebrouck	?	Present	3.27
St. Louis Premium Framboise	Fruit Beer	2.8	Brouwerij Van Honsebrouck	?	Present	3.737
St. Louis Premium Kriek	Kriek	3.2	Brouwerij Van Honsebrouck	?	Present	3.495
St. Louis Premium Pêche	Fruit Beer	2.6	Brouwerij Van Honsebrouck	?	Present	3.448
St. Paul Blond	Abbey Beer	5.3	Brasserie du Bocq voor Brouwerij Sterkens	?	?	3.365
St. Paul Double	Abbey Beer	6.9	Brasserie du Bocq voor Brouwerij Sterkens	?	?	3.324
St. Paul Speciale	Abbey Beer	5.5	Brasserie du Bocq voor Brouwerij Sterkens	?	?	3.262
St. Paul Tripel	Abbey Beer, Tripel	5	Brasserie du Bocq voor Brouwerij Sterkens	?	?	3.47
St. Sebastiaan Dark	Abbey Beer	6.9	Brasserie du Bocq voor Brouwerij Sterkens	?	?	3.578
St. Sebastiaan Grand Cru	Abbey Beer	7.6	Brasserie du Bocq voor Brouwerij Sterkens	?	?	3.549
Star Blond	Blond	0.4	Brouwerij Haacht	?	?	3.652
Steenbrugge Blond	Abbey Beer, Blond	6.5	Brouwerij Palm	2004	Present	3.406
Steenbrugge Dubbel Bruin	Abbey Beer, Tripel, Brown	6.5	Brouwerij Palm (vroeger in Brouwerij De Gouden Boom)	1914	1958	3.334
Steenbrugge Tripel	Abbey Beer	8.7	Brouwerij Palm (vroeger in Brouwerij De Gouden Boom)	1958	1972	3.493
Steenbrugge Wit	Wheat Beer	5	Brouwerij Palm	2004	Present	3.372
Steendonk	Wheat Beer	4.5	Brouwerij Duvel Moortgat	?	?	3.167
Steenuilke	Top Fermentation	6.5	Brouwerij De Rijck	?	Present	3.457
Stella Artois	Lager, Bottom Fermentation	5.2	InBev	1926	Present	3.27
Stene Tripel	Triple, Top Fermentation	9	Brouwerij Stene	2021	Present	3.446
Stepa	Triple, Sugar-Free	8	De Proefbrouwerij voor Stepaja bvba	?	?	2.765
Stille Nacht	Dark	12	De Dolle Brouwers	?	Present	3.916
Stoere Wulp	Brown	6.5	De Proefbrouwerij	?	?	3.223
Stoeren Bonk	Amber	6.3	Brouwerij Van Steenberge	?	?	No Rating Found
Stoeren Bonk Blond	Blond	8	Brouwerij Van Steenberge	?	?	No Rating Found
Stout Leroy	Sweet Stout	5	Brouwerij Het Sas	?	Present	2.714
Stoute Bie	Dark Brown	5.5	Brouwerij De Bie	?	?	2.959
Stoute René	Dark Brown	6	Brouwerij De Graal	2017	Present	3.174
Stout Mokke	Stout	9	Bieren Cabardouche	2012	Present	3.497
Stouterik	Stout	4.5	Brouwerij De Ranke voor Brasserie de la Senne	?	Present	3.366
Straffe Hendrik	Top Fermentation, Triple	9	Brouwerij De Halve Maan	1981	Present	3.672
Straffe Hendrik Quadrupel	Top Fermentation, Specialty Beer	11	Brouwerij De Halve Maan	2010	Present	3.889
Straffe Hendrik Heritage	Top Fermentation, Specialty Beer	11	Brouwerij De Halve Maan	2011	Present	4.184
Straffe Hendrik Wild	Top Fermentation, Triple	10	Brouwerij De Halve Maan	2014	Present	3.699
Straffe Toeback	Top Fermentation	9.5	Scheldebrouwerij	2009	Present	3.608
Straffe Winter	Geuze	8	Geuzestekerij 3 fonteinen	?	?	3.911
Strandgaper	Gold	6.2	De Scheldebrouwerij	1996	Present	3.486
Strandjuttersbier Mong De Vos	Quadruple	9.2	Brouwerij Strubbe voor bierfirma Den Haene	?	?	3.373
Stropken	Amber	7	Brouwerij Bios	1982	Present	3.35
Strubbe Pils	Pilsner	5.2	Brouwerij Strubbe	?	Present	3.035
Struise Rosse	Top Fermentation, Belgian Pale Ale	5	De Struise Brouwers bij Brouwerij Deca	?	?	3.157
Struise Witte	Top Fermentation	5	De Struise Brouwers bij Brouwerij Deca	?	?	3.298
Struiselensis	Top Fermentation, Belgian Blonde Ale	7	De Struise Brouwers bij Brouwerij Deca	?	?	3.864
Suma Pils	Label Beer	5	Brouwerij Het Sas	1986	Present	3.234
SUPER 8 Blanche	Top Fermentation, Wheat Beer	5.1	Brouwerij Haacht	?	?	3.377
SUPER 8 Export	Bottom Fermentation, Export Beer, Pilsner	4.8	Brouwerij Haacht	?	?	2.963
SUPER 8 Flandrien	Top Fermentation, Blond	6.4	Brouwerij Haacht	?	?	3.409
SUPER 8 IPA	Bottom Fermentation, Ipa	6	Brouwerij Haacht	?	?	3.452
SUPER 8 Pils	Bottom Fermentation, Pilsner	5.2	Brouwerij Haacht	?	?	3.031
SUPER 8 Rouge	Top Fermentation, Fruit Beer	7.5	Brouwerij Haacht	?	?	3.278
Super 64	Top Fermentation, Amber	5	Brasserie de Silly	?	?	2.975
Super des Fagnes Blonde	Top Fermentation, Blond	7.5	Brasserie des Fagnes	1994	Present	3.458
Super des Fagnes Brune	Top Fermentation, Brown	7.5	Brasserie des Fagnes	1994	Present	3.462
Super des Fagnes Griottes	Top Fermentation, Kriek	4.8	Brasserie des Fagnes	?	Present	No Rating Found
Super des Fagnes Noel	Top Fermentation, Brown, Christmas Beer	8.5	Brasserie des Fagnes	?	Present	No Rating Found
Super des Fagnes Scotch	Top Fermentation, Scotch	7.5	Brasserie des Fagnes	?	Present	3.435
Super NoAH	Ipa	4.9	Brouwers Verzet in Brouwerij De Ranke	?	?	3.297
Superpils	Pilsner	4.3	Brouwerij Strubbe	?	Present	3.449
Sur-les-Bois Ambrée	Top Fermentation	8	Brasserie La Botteresse de Sur-les-Bois	?	?	3.202
Sur-les-Bois Blonde	Top Fermentation	7	Brasserie La Botteresse de Sur-les-Bois	?	?	3.059
Sur-les-Bois Brune	Top Fermentation	9	Brasserie La Botteresse de Sur-les-Bois	?	?	3.271
Surprise Dubbel	Double	NaN	Brouwerij Meesters	?	?	3.11
Surprise tripel	Triple	NaN	Brouwerij Meesters	?	?	3.476
Svea IPA	Ipa	5	De Struise Brouwers bij Brouwerij Deca	?	?	3.525
Sword	Stout	9	Brouwerij Bier & Karakter bij Brouwerij Deca	2018	Present	3.601
't Baronneke	Stout	6.5	't Hofbrouwerijke	?	?	No Rating Found
't Gaverhopke Blondje	Top Fermentation	6.8	Brouwerij 't Gaverhopke	?	Present	3.185
't Gaverhopke Bruintje	Top Fermentation	6.8	Brouwerij 't Gaverhopke	?	Present	3.042
't Gaverhopke Kerstbier	Top Fermentation, Christmas Beer	6.8	Brouwerij 't Gaverhopke	?	Present	3.452
't Gaverhopke Kriek	Top Fermentation, Fruit Beer	6.8	Brouwerij 't Gaverhopke	?	Present	2.41
't Gaverhopke Paasbier	Top Fermentation, Easter Beer	8	Brouwerij 't Gaverhopke	?	Present	3.139
't Schoenlappertje	Blackcurrant Beer	6.5	De Scheldebrouwerij	1996	2002	2.688
't Schoenlappertje	Blackcurrant Beer	5	De Scheldebrouwerij	2002	2011	2.688
't Smisje + dubbel IPA	Ipa	10	Brouwerij De Regenboog	2007	2010	3.382
't Smisje Bananenbier	Fruit Beer	6	Brouwerij De Regenboog	2004	2010	No Rating Found
't Smisje BBBourgondier	Top Fermentation	12	Brouwerij De Regenboog	2002	2010	3.847
't Smisje Blond	Top Fermentation	6	Brouwerij De Regenboog	1995	2010	3.082
't Smisje Calva Reserva	Top Fermentation	12	Brouwerij De Regenboog	?	2010	3.872
't Smisje Catherine The Great Imperial Stout	Stout	10	Brouwerij De Regenboog	2007	2010	3.522
't Smisje Cuvee 2005	Top Fermentation	10	Brouwerij De Regenboog	2005	2005	No Rating Found
't Smisje Dubbel	Top Fermentation	9	Brouwerij De Regenboog	1997	2010	3.55
't Smisje Fiori	Top Fermentation	7	Brouwerij De Regenboog	2007	2010	2.429
't Smisje Grande Reserva	Top Fermentation	11	Brouwerij De Regenboog	?	2010	3.841
't Smisje Great Reserva	Top Fermentation	10	Brouwerij De Regenboog	?	2010	3.4
't Smisje Halloween	Top Fermentation	10.5	Brouwerij De Regenboog	2001	2010	3.618
't Smisje Honing	Honey Beer	6	Brouwerij De Regenboog	2004	2010	3.104
't Smisje Honingbier Bruin	Honey Beer	6	Brouwerij De Regenboog	1999	2008	No Rating Found
't Smisje Kuvee Elektrik 979 W	Top Fermentation	9	Brouwerij De Regenboog	2008	2010	3.609
't Smisje Meso	Top Fermentation	2.5	Brouwerij De Regenboog	2007	2007	No Rating Found
't Smisje Plus	Ipa	10	Brouwerij De Regenboog	2007	2010	3.382
't Smisje Sleedoornbier	Fruit Beer	6	Brouwerij De Regenboog	?	2010	No Rating Found
't Smisje Sleedoorn Extra	Fruit Beer	7	Brouwerij De Regenboog	?	2010	No Rating Found
't Smisje Speciaal	Top Fermentation	10.5	Brouwerij De Regenboog	2001	2010	3.33
't Smisje Tripel	Triple	9	Brouwerij De Regenboog	1998	2010	3.457
't Zelfde	Blond	4	Brouwerij Bosteels	?	Present	3.056
't Zwarte Gat Bier	Dark Blonde	6	Brouwerij De Regenboog	?	Present	No Rating Found
Taras Boulba	Blond	4.5	Brouwerij De Ranke voor Brasserie de la Senne	?	Present	3.348
Tatsevoet	Special Belgian	6	Brouwerij Het Alternatief bij Brouwerij Alvinne	?	Present	2.941
Tempelier	Specialty Beer	NaN	Brouwerij De Sleutel	?	?	3.396
Tempelier	Specialty Beer	6	Brasserie du Bocq voor Brouwerij Corsendonk	?	Present	3.396
Ter Dolen Armand	Blond Hoppy	7	Brouwerij Ter Dolen	?	Present	3.56
Ter Dolen Blond	Blond	6.1	Kasteelbrouwerij De Dool	1994	Present	3.5
Ter Dolen Donker	Brown	7.1	Brouwerij Ter Dolen	1997	Present	3.48
Ter Dolen Kriek	Fruit Beer	4.5	Brouwerij Ter Dolen	2003	Present	3.495
Ter Dolen Tripel	Triple	8.1	Brouwerij Ter Dolen	1999	Present	3.609
Ter Dolen Winter	Winter Beer	9.1	Brouwerij Ter Dolen	?	Present	3.547
Terracotta	Blond	7	Brouwerij De Regenboog	2002	Present	3.859
Thouroutenaere	Nan	NaN	brouwerij Louwaege	1987	2002	3.467
Thouroutenaere	Nan	NaN	brouwerij Lefebvre	2003	2003	3.467
Thouroutenaere	Blond	8.5	Alken-Maes (Heineken)	2004	Present	3.467
Timmermans Caveau Gueuze	Geuze	5.5	Brouwerij Timmermans	?	Present	3.486
Timmermans Casis	Geuze	5	Brouwerij Timmermans	?	?	3.13
Timmermans Faro Lambic	Faro	4	Brouwerij Timmermans	?	Present	3.696
Timmermans Framboise Lambic	Fruit Beer	4	Brouwerij Timmermans	?	Present	3.496
Timmermans Gueuze Lambic	Geuze	5	Brouwerij Timmermans	?	Present	3.443
Timmermans Kriek Lambic	Kriek	4	Brouwerij Timmermans	?	Present	3.354
Timmermans Kriek Retro	Fruit Beer	5	Brouwerij Timmermans	?	Present	3.421
Timmermans Lambicus Blanche	Wheat Beer	4.5	Brouwerij Timmermans	?	Present	3.477
Timmermans Oude Gueuze	Lambic	5.5	Brouwerij Timmermans	?	Present	3.797
Timmermans Oude Kriek	Cherry Lambic	5.5	Brouwerij Timmermans	?	Present	3.729
Timmermans Pêche Lambic	Fruit Beer	4	Brouwerij Timmermans	?	Present	3.484
Timmermans Strawberry Lambic	Fruit Beer	4	Brouwerij Timmermans	?	Present	3.546
Timmermans Warme Kriek	Kriek	4	Brouwerij Timmermans	?	Present	2.919
Tineke Van Heule	Top Fermentation	8	Brouwerij Gulden Spoor	?	Present	3.16
Titje	Top Fermentation, Wheat Beer	5	Brasserie de Silly	1990	Present	3.234
Toetëlèr Amber Tripel	Triple	8.5	Brouwerij Den Toetëlèr	2011	Present	3.403
Toetëlèr Speculaas	Gingerbread Beer	8.5	Brouwerij Den Toetëlèr	?	?	3.095
Toetëlèr Wit	Wheat Beer	5.2	Brouwerij Den Toetëlèr	?	?	3.228
Toisen d'or	Triple	7	Brouwerij Het Anker	?	?	3.776
Tongerlo Blond	Top Fermentation, Abbey Beer	6	Brouwerij Haacht	?	Present	3.509
Tongerlo Bruin	Top Fermentation, Abbey Beer	6	Brouwerij Haacht	?	Present	3.439
Tongerlo Christmas	Top Fermentation, Abbey Beer	6.5	Brouwerij Haacht	?	Present	3.404
Tongerlo Prior	Top Fermentation, Abbey Beer	8	Brouwerij Haacht	?	Present	3.644
Tongerlo Winterbier	Top Fermentation, Abbey Beer	7	Brouwerij Haacht	?	Present	3.444
Tonneke	Top Fermentation, Amber	5	Brouwerij Contreras	1818	Present	2.973
Toria Blond	Top Fermentation	6.5	Brouwerij De Graal voor De Hoevebrouwers (sinds 2022 in eigen brouwerij)	?	Present	3.394
Toria Tripel	Top Fermentation, Triple	8.7	Brouwerij De Graal voor De Hoevebrouwers (sinds 2022 in eigen brouwerij)	?	Present	3.379
Totentrekker	Amber	5.5	De Proefbrouwerij voor Buitenlust	?	Present	3.155
Tournay	Top Fermentation	6.7	Brasserie de Cazeau	?	Present	3.593
Tournay de Noël	Stout, Christmas Beer	8.2	Brasserie de Cazeau	?	Present	3.503
Tournay Noire	Stout	7.6	Brasserie de Cazeau	?	Present	3.534
Tournée Générale	Special Belgian	6.5	Brouwerij Duvel Moortgat	2009	?	3.456
Tournée Générale Tripel Hop	Blond, Top Fermentation	7.5	Brouwerij Palm	2011	Present	3.312
Tourtel blond	Low Alcohol	0.4	Alken Maes	?	1991	1.832
Tourtelbruin	Low Alcohol	0.4	Alken Maes	?	1991	No Rating Found
Tourtel amber	Low Alcohol	0.4	Alken Maes	?	1991	3.65
Tourtel twist agrume	Low Alcohol	0.4	Alken Maes	?	Present	2.679
Tourtel twist citroensap	Low Alcohol	0.4	Alken Maes	?	Present	No Rating Found
Tourtel twist orange sanguine	Low Alcohol	0.4	Alken Maes	2016	Present	2.441
Tourtel twist pêche	Low Alcohol	0.4	Alken Maes	2016	Present	2.817
Tourtel twist framboise	Low Alcohol	0.4	Alken Maes	2017	Present	2.653
Toverhekske	Amber	5.9	Brouwerij Walrave	?	Present	2.954
Trammelantje	Amber	6.5	Brouwerij Strubbe voor Bierfirma Den Haene	?	Present	3.115
Trappieter	Amber	6.5	De Proefbrouwerij voor Bierfirma Trappieter	?	Present	3.331
Tremist	Top Fermentation, Blond	6	Brouwerij Van Eecke voor Extremis	2010	Present	3.369
Triest Blond	Top Fermentation	6	Microbrouwerij Den Triest	?	Present	3.38
Triest Dubbel	Top Fermentation	8	Microbrouwerij Den Triest	?	Present	3.381
Triest Kriek	Wheat Beer, Fruit Beer	5.2	Microbrouwerij Den Triest	?	Present	3.159
Triest Tripel	Top Fermentation, Triple	7.5	Microbrouwerij Den Triest	?	Present	3.471
Triest X-mas	Top Fermentation, Christmas Beer	8.5	Microbrouwerij Den Triest	?	Present	2.975
Triomfbier Vooruit	Amber	6	Brasserie Dupont voor Kunstencentrum Vooruit	2013	Present	3.249
Tripel Kanunnik	Triple	8.2	Brouwerij en stokerij Wilderen	2011	Present	3.675
Tripel Karmeliet	Triple	8.4	Brouwerij Bosteels	1996	Present	3.99
Tripel Klok	Triple	8.5	Brouwerij Boelens	2009	Present	3.451
Tripel Trezeke	Triple	7.5	Brouwerij Den Triest	?	?	3.475
Triple de Brabant	Triple, Blond	8.5	Groep John Martin	?	Present	3.494
Triple Jack	Pale Ale	6.1	Brouwerij Stokhove	?	?	4.085
Triple Moine	Triple	7.3	Brasserie Du Bocq	1987	Present	3.48
Triporteur from Heaven	Ale, Blond	6.2	Brouwerij Anders! voor BOMBrewery	?	?	3.552
Triporteur from Hell	Ale, Brown	6.6	Brouwerij Anders! voor BOMBrewery	?	?	3.414
Trisser	Triple	7.5	De Proefbrouwerij voor De Verhuisbrouwerij	2004	Present	3.421
Triverius	Wheat Beer	6.8	Brouwerij De Graal	?	?	3.359
Troubadour Blond	Blond	6.5	De Proefbrouwerij voor Brouwerij The Musketeers	2000	Present	3.478
Troubadour Imperial Stout	Imperial Stout	9	De Proefbrouwerij voor Brouwerij The Musketeers	?	?	3.641
Troubadour Magma	Tripel India Pale Ale	9	De Proefbrouwerij voor Brouwerij The Musketeers	2010	Present	3.685
Troubadour Obscura	Stout	8.2	De Proefbrouwerij voor Brouwerij The Musketeers	?	Present	3.552
Troubadour Spéciale	Special Belgian	5.7	De Proefbrouwerij voor Brouwerij The Musketeers	?	Present	3.268
Troublette	Wheat Beer	5	Brasserie Caracole	1992	Present	3.248
TRPL	Top Fermentation, Organic, Triple	8	De Proefbrouwerij voor Brouwerij Jessenhofke	2002	Present	3.435
Tsjeeses	Top Fermentation, Blond	10	De Struise Brouwers	?	?	3.741
Tsjeeses Reserva	Top Fermentation, Gold	10	De Struise Brouwers	?	?	3.732
Tumulus 800	Wheat Beer	6	De Proefbrouwerij in opdracht van De Kale Ridders	2011	Present	3.267
Tumulus Aura	Wheat Beer	5.5	De Proefbrouwerij in opdracht van De Kale Ridders	?	Present	3.251
Tumulus Magna	Wheat Beer	9	De Proefbrouwerij in opdracht van De Kale Ridders	2008	Present	3.473
Tumulus Nera	Wheat Beer	8	De Proefbrouwerij in opdracht van De Kale Ridders	?	Present	3.465
Turnhoutse Patriot	Season	6.5	Scheldebrouwerij voor Hobbybrouwerij Het Nest	2012	Present	3.401
Tuverbol	Mixed Fermentation	11	Brouwerij Loterbol	2006	Present	3.793
Uilenspiegelbier	Double	7	Brouwerij Van Steenberge	1957	Present	3.262
Uitzet 1730	Triple	6.8	Brouwerij Van Steenberge voor Brouwerij Paeleman	1730	Present	3.391
Uitzet Kriekbier	Fruit Beer	7.5	Brouwerij Van Steenberge voor Brouwerij Paeleman	?	Present	No Rating Found
Ulricher Extra	Pilsner	5	Brouwerij Girardin	?	Present	2.877
Ultra Ambrée	Ale, Amber, Top Fermentation	7	Brasserie d'Ecaussinnes	2001	Present	3.167
Ultra Fraîche	Light Blonde	3.5	Brasserie d'Ecaussinnes	2006	Present	2.401
Ultra Soif	Blond, Top Fermentation	5	Brasserie d'Ecaussinnes	2002	Present	2.725
Ultramour	Fruit Beer	5	Brasserie d'Ecaussinnes	2002	Present	2.946
Ultra Blonde	Blond	8	Brasserie d'Ecaussinnes	2001	Present	2.641
Ultradélice	Brown	8	Brasserie d'Ecaussinnes	2003	Present	3.238
Ultrabrune	Dark Brown	10	Brasserie d'Ecaussinnes	2001	Present	3.524
Unkerzak	Blond	7	De Proefbrouwerij	1997	Present	3.349
Unic-bier	Nan	3.2	Brasserie Gigi	?	?	No Rating Found
"Urania ""Daughter of Zeus"""	Brown	9.5	Brouwerij Eutropius in opdracht van Castalia Craft Beers	2018	Present	3.577
Urchon	Top Fermentation	7.5	Brasserie des Légendes	?	Present	3.253
Urthel Hop-It	Blonde India Pale Ale	9.5	Brouwerij De Koningshoeven in opdracht van Brouwerij Urthel	2005	Present	3.581
Urthel Hibernus Quentum	Triple	9	Brouwerij De Leyerth	2000	2010	3.748
Urthel Novicius Vertus	Dark Specialty Beer	5.9	Brouwerij Urthel	2000	2004	3.365
Urthel Parlus Magnificum	Dark Brown	7.5	Brouwerij De Leyerth	?	2010	3.473
Urthel Saisonnière	Blonde Specialty Beer	6.0	Brouwerij De Koningshoeven in opdracht van Brouwerij Urthel	2009	Present	3.488
